,Restaurant Name,Rating,Review Count,Expected Cost,Price Range,Cuisines,Accepts Credit Cards,Address,Alcohol,Ambience,Attire,Bike Parking,Caters,Delivery,Good For,Good for Groups,Good for Kids,Has TV,Noise Level,Outdoor Seating,Parking,Take-out,Takes Reservations,Waiter Service,Wheelchair Accessible,Wi-Fi,Review Count Num,Clean Rating
410,Thai Evolution,2.5 star rating,3 reviews,,,['Thai'],,"536 3rd AveNew York, NY 10016",,,,,,,,,,,,,,,,,,,3.0,2.5
411,Thai Express,,,,,['Thai'],,"1456 College Point BlvdCollege Point, NY 11356",,,,,,,,,,,,,,,,,,,,
412,Thai Food,,,,,['Thai'],,"190-238 Audrey Zapp DrJersey City, NJ 07305",,,,,,,,,,,,,,,,,,,,
413,Thai Fresh,2.5 star rating,19 reviews,$$,,['Thai'],Yes,"1881 Victory BlvdStaten Island, NY 10314",No,Casual,Casual,,Yes,Yes,,No,Yes,No,Quiet,No,,Yes,No,Yes,,No,19.0,2.5
414,Thai Garden,3.5 star rating,46 reviews,$$,,['Thai'],Yes,"10 Pearl StMetuchen, NJ 08840",No,Casual,Casual,Yes,Yes,Yes,"Lunch, Dinner",Yes,Yes,No,Quiet,No,Street,Yes,Yes,Yes,,No,46.0,3.5
415,Thai House Restaurant,3.5 star rating,44 reviews,$$,,['Thai'],Yes,"466 Ashford AveArdsley, NY 10502",Beer & Wine Only,Casual,Casual,Yes,Yes,No,Dinner,Yes,Yes,No,Quiet,No,Street,Yes,Yes,Yes,No,No,44.0,3.5
416,Thai House Rock,4.5 star rating,119 reviews,$$,,"['Thai', 'Asian Fusion']",Yes,"1133 St. George AveColonia, NJ 07067",No,Casual,Casual,Yes,No,No,"Lunch, Dinner",No,Yes,No,Quiet,No,Private Lot,Yes,No,Yes,Yes,No,119.0,4.5
417,Thai House,3.5 star rating,74 reviews,$$,,['Thai'],Yes,"321 Millburn AveMillburn, NJ 07041",No,Casual,Casual,No,Yes,Yes,"Lunch, Dinner",Yes,Yes,No,Average,No,Street,Yes,Yes,Yes,Yes,No,74.0,3.5
418,Thai Jasmine Cuisine,4.5 star rating,58 reviews,$$,,['Thai'],Yes,"137 Main StBloomingdale, NJ 07403",No,Casual,Casual,Yes,Yes,Yes,Dinner,Yes,Yes,Yes,Quiet,No,Street,Yes,Yes,Yes,,,58.0,4.5
419,Thai Jasmine Resturant,3.5 star rating,311 reviews,$$,,['Thai'],Yes,"106 Bayard StNew York, NY 10013",Beer & Wine Only,Casual,Casual,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,No,311.0,3.5
420,Thai Kitchen By The Sea,3.0 star rating,76 reviews,$$,,['Thai'],Yes,"67-20 Rockaway Beach BlvdArverne, NY 11692",Full Bar,Casual,Casual,Yes,Yes,Yes,Lunch,Yes,Yes,Yes,Quiet,No,Street,Yes,No,Yes,,Free,76.0,3.0
421,Thai Kitchen By Yada,4.0 star rating,43 reviews,$$,,"['Thai', 'Soup', 'Salad']",Yes,"48 W Church StBergenfield, NJ 07621",No,Divey,Casual,Yes,No,No,"Lunch, Dinner",No,Yes,No,Average,Yes,Street,Yes,No,No,No,No,43.0,4.0
422,Thai Lemongrass,2.0 star rating,13 reviews,,,['Thai'],Yes,"273 A Mott StManhattan, NY 10012",Beer & Wine Only,,,,,,,,Yes,Yes,,,,,,,,,13.0,2.0
423,Thai Market,4.0 star rating,730 reviews,$$,,['Thai'],Yes,"960 Amsterdam AveNew York, NY 10025",Full Bar,Casual,Casual,Yes,Yes,Yes,"Lunch, Dinner",Yes,Yes,No,Average,Yes,Street,Yes,Yes,Yes,Yes,No,730.0,4.0
424,Thai Nam,2.0 star rating,11 reviews,$$,,['Thai'],Yes,"424 Amsterdam AveNew York, NY 10024",No,,Casual,,,Yes,,No,No,,,,,Yes,,Yes,,,11.0,2.0
425,THAI NO. 1,3.5 star rating,111 reviews,$$,,['Thai'],Yes,"1509 White Plains RdEast Bronx, NY 10462",No,Casual,Casual,No,Yes,Yes,Lunch,No,Yes,Yes,Average,No,Street,Yes,No,Yes,,Free,111.0,3.5
426,Thai O’Brien’s,3.5 star rating,95 reviews,$$,$11-30,"['Thai', 'Lounges']",Yes,"478 Ave EBayonne, NJ 07002",Full Bar,Intimate,Casual,No,Yes,Yes,Dinner,Yes,Yes,Yes,Quiet,No,Street,Yes,Yes,Yes,Yes,Free,95.0,3.5
427,Thai Passion,4.0 star rating,90 reviews,$$,,"['Thai', 'Desserts']",Yes,"225 Main StChatham, NJ 07928",No,Casual,Casual,No,Yes,No,Dinner,Yes,Yes,No,Average,No,Street,Yes,Yes,Yes,No,No,90.0,4.0
428,Thai Peppercorn,4.0 star rating,142 reviews,$$,,['Thai'],Yes,"1750 1st AveNew York, NY 10128",Full Bar,Intimate,Casual,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,No,142.0,4.0
429,Thai Pochana,3.5 star rating,30 reviews,$$,$11-30,['Thai'],No,"63-55 Wetherole StRego Park, NY 11374",No,,Casual,Yes,Yes,Yes,Lunch,No,Yes,Yes,Loud,Yes,Street,Yes,Yes,No,No,Free,30.0,3.5
430,Thai Pot,3.0 star rating,138 reviews,$$,$11-30,['Thai'],Yes,"103-07 Queens BlvdForest Hills, NY 11375",Beer & Wine Only,Casual,Casual,Yes,Yes,Yes,"Lunch, Dinner",Yes,Yes,No,Quiet,No,Street,Yes,Yes,Yes,Yes,No,138.0,3.0
431,Thai Select,3.5 star rating,406 reviews,$$,$11-30,['Thai'],Yes,"472 9th AveNew York, NY 10018",Full Bar,Casual,Casual,Yes,Yes,Yes,Dinner,Yes,Yes,No,Average,No,Street,Yes,Yes,Yes,Yes,No,406.0,3.5
432,Thai Sliders & Co,4.0 star rating,149 reviews,$$,,['Thai'],Yes,"108 John StNew York, NY 10038",Full Bar,Casual,Casual,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,No,Average,No,Street,Yes,Yes,Yes,,No,149.0,4.0
433,Thai Sliders,3.5 star rating,21 reviews,$$,,['Thai'],Yes,"150 8th AveNew York, NY 10011",Full Bar,,Casual,Yes,,No,,Yes,Yes,No,Quiet,No,,Yes,No,Yes,,,21.0,3.5
434,Thai Soup,4.0 star rating,75 reviews,$$,$11-30,['Thai'],Yes,"166 E 118th StSte ANew York, NY 10035",No,Divey,Casual,Yes,Yes,Yes,"Lunch, Dinner",No,Yes,No,Quiet,No,Street,Yes,No,No,Yes,No,75.0,4.0
435,Thai Street Food By Tuk Tuk Boy,3.5 star rating,3 reviews,,,"['Street Vendors', 'Thai']",,"Corner of 30th Ave & 30th StAstoria, NY 11102",,,,,,,,,,,,,,,,,,,3.0,3.5
436,Thai Table,3.5 star rating,96 reviews,$$,$11-30,['Thai'],Yes,"88 N Village AveRockville Centre, NY 11570",Beer & Wine Only,Casual,Casual,Yes,Yes,Yes,Dinner,Yes,Yes,No,Quiet,No,Street,Yes,Yes,Yes,Yes,No,96.0,3.5
437,Thai Taste Restaurant,3.0 star rating,129 reviews,$$,,['Thai'],Yes,"178-19 Union TpkeFresh Meadows, NY 11366",No,Casual,Casual,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,No,Quiet,No,Street,Yes,Yes,Yes,Yes,No,129.0,3.0
438,Thai Terminal,4.0 star rating,501 reviews,$$,$11-30,['Thai'],Yes,"349 E 12th StNew York, NY 10003",Beer & Wine Only,Casual,Casual,Yes,No,Yes,Dinner,Yes,Yes,No,Average,No,Street,Yes,Yes,Yes,No,No,501.0,4.0
439,Thai Thai Cuisine,4.0 star rating,121 reviews,$$,,['Thai'],Yes,"3843 County Hwy 516Old Bridge, NJ 08857",No,Casual,Casual,Yes,Yes,No,"Lunch, Dinner",Yes,Yes,No,Average,No,Private Lot,Yes,Yes,Yes,Yes,No,121.0,4.0
440,Thai Thai Grocery Store,4.0 star rating,16 reviews,$,,"['Thai', 'Imported Food']",Yes,"7613 Woodside AveElmhurst, NY 11373",No,,Casual,No,No,No,,Yes,Yes,Yes,Average,No,Street,Yes,No,No,,No,16.0,4.0
441,Thai Thani Restaurant,,,,,['Thai'],,"149 2nd AvenueNew York, NY 10003",,,,,,,,,,,,,,,,,,,,
442,Thai Time,1.5 star rating,7 reviews,$$,,['Thai'],Yes,"609 Franklin AveBrooklyn, NY 11238",,,,,,,,,,No,,,,,,Yes,,,7.0,1.5
443,Thai Tony’s,3.5 star rating,105 reviews,$$,,['Thai'],Yes,"3019 Fort Hamilton PkwyBrooklyn, NY 11218",No,Casual,Casual,Yes,No,Yes,"Lunch, Dinner",No,Yes,No,Quiet,Yes,Street,Yes,Yes,Yes,Yes,No,105.0,3.5
444,Thai Villa,4.5 star rating,125 reviews,$$,$11-30,['Thai'],Yes,"5 E 19th StG FloorNew York, NY 10003",Full Bar,Trendy,Casual,No,Yes,Yes,Dinner,Yes,Yes,No,Average,No,Street,Yes,Yes,Yes,Yes,Free,125.0,4.5
445,Thai West,4.0 star rating,33 reviews,$$,,"['Thai', 'French']",Yes,"22 Jefferson AveWestwood, NJ 07675",No,,Casual,No,No,Yes,,Yes,No,No,Quiet,Yes,,Yes,Yes,Yes,Yes,Free,33.0,4.0
446,Thai Wok,3.0 star rating,28 reviews,$,Under $10,['Thai'],Yes,"1406 Madison AveNew York, NY 10029",No,Casual,Casual,No,Yes,Yes,Lunch,No,Yes,No,Average,No,Street,Yes,No,No,,No,28.0,3.0
447,Thai-ish,4.5 star rating,49 reviews,$$,$11-30,['Thai'],Yes,"168 Lexington AveNew York, NY 10016",Beer & Wine Only,,Casual,Yes,Yes,Yes,"Brunch, Dessert",Yes,Yes,No,Average,No,,Yes,Yes,Yes,No,No,49.0,4.5
448,Thai-Nam Restaurant,2.0 star rating,37 reviews,$,,['Thai'],Yes,"137 E 45th StNew York, NY 10017",,,Casual,No,,Yes,,Yes,Yes,Yes,,No,,Yes,No,Yes,,,37.0,2.0
449,Thai,,,,,"['Taiwanese', 'Thai']",,"31-13 55th StNew York, NY 11377",,,,,,,,,,,,,,,,,,,,
450,Thailand Cafe,3.5 star rating,244 reviews,$$,$11-30,['Thai'],Yes,"95 2nd AveNew York, NY 10003",Full Bar,Casual,Casual,Yes,Yes,Yes,"Lunch, Dinner",Yes,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,Free,244.0,3.5
451,Thailand Kitchen,3.5 star rating,70 reviews,$$,,['Thai'],No,"8605 Jamaica AveJamaica, NY 11421",Beer & Wine Only,Casual,Casual,No,Yes,Yes,Dinner,Yes,Yes,Yes,Average,No,Street,Yes,No,Yes,Yes,No,70.0,3.5
452,Thailand Restaurant,3.0 star rating,77 reviews,$$,$11-30,"['Thai', 'Vietnamese', 'Soup']",Yes,"856 10th AveNew York, NY 10019",Beer & Wine Only,Casual,Casual,Yes,Yes,Yes,"Lunch, Dinner",Yes,Yes,Yes,Quiet,No,Street,Yes,Yes,Yes,Yes,No,77.0,3.0
453,Thailand’s Center Point,4.0 star rating,139 reviews,$$,,"['Thai', 'Seafood']",No,"63-19 39th AveWoodside, NY 11377",No,Casual,Casual,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,Yes,Average,No,Street,Yes,No,Yes,Yes,No,139.0,4.0
454,Thailicious,4.5 star rating,20 reviews,$,Under $10,['Thai'],Yes,"75 Baxter StNew York, NY 10013",No,"Hipster, Casual, Trendy, Intimate",Casual,No,Yes,Yes,Lunch,No,Yes,No,Quiet,No,"Street, Private Lot",Yes,No,Yes,No,Free,20.0,4.5
455,Thais New York,4.0 star rating,51 reviews,$$,$11-30,['Thai'],Yes,"1718 2nd AveNew York, NY 10128",Full Bar,"Casual, Trendy",Casual,Yes,Yes,Yes,Dinner,Yes,Yes,No,Average,No,Street,Yes,Yes,Yes,,No,51.0,4.0
456,Thaism,4.0 star rating,68 reviews,$$,$11-30,['Thai'],Yes,"278 Smith StBrooklyn, NY 11231",Full Bar,Hipster,Casual,Yes,Yes,Yes,"Lunch, Dinner",Yes,Yes,No,Average,No,,Yes,Yes,Yes,Yes,Free,68.0,4.0
457,Thanya Thai Cuisine,3.5 star rating,130 reviews,$$,$11-30,['Thai'],Yes,"33-47 Francis Lewis BlvdFlushing, NY 11358",No,Casual,Casual,No,No,Yes,Lunch,Yes,Yes,Yes,Quiet,No,Street,Yes,Yes,Yes,,No,130.0,3.5
458,The Green Papaya,3.5 star rating,259 reviews,$$,,"['Thai', 'Malaysian', 'Asian Fusion']",Yes,"110 Kinderkamack RdRiver Edge, NJ 07661",No,Casual,Casual,Yes,No,No,"Lunch, Dinner",Yes,Yes,No,Average,No,Private Lot,Yes,Yes,Yes,Yes,No,259.0,3.5
459,The Lucky Bee,3.5 star rating,106 reviews,$$$,,"['Thai', 'Asian Fusion', 'Cocktail Bars']",Yes,"252 Broome StNew York, NY 10002",Full Bar,"Hipster, Trendy",Casual,Yes,Yes,No,Dinner,Yes,No,No,Loud,No,Street,Yes,Yes,Yes,No,Free,106.0,3.5
460,The Nuaa,4.0 star rating,257 reviews,$$,,['Thai'],Yes,"1122 1st AveNew York, NY 10065",Full Bar,Trendy,Casual,Yes,Yes,Yes,Dinner,Yes,No,No,Average,No,Street,Yes,Yes,Yes,Yes,No,257.0,4.0
461,The Old Siam Restaurant,3.0 star rating,66 reviews,$$,,['Thai'],Yes,"69-12 Austin St11375Forest Hills, NY 11375",Full Bar,Casual,Casual,Yes,Yes,Yes,Lunch,Yes,Yes,Yes,Quiet,No,Street,Yes,Yes,Yes,,No,66.0,3.0
462,The Thai Elephant,4.5 star rating,99 reviews,$$,,"['Thai', 'Food Trucks']",Yes,"18 Grove AveVerona, NJ 07044",No,Casual,Casual,Yes,Yes,No,"Lunch, Dinner",Yes,Yes,Yes,Quiet,No,Private Lot,Yes,Yes,Yes,Yes,Free,99.0,4.5
463,THOM 689,4.0 star rating,59 reviews,$$,$11-30,['Thai'],Yes,"689 Washington AveCrown Heights, NY 11238",No,"Hipster, Casual",Casual,Yes,No,Yes,Dinner,No,Yes,No,Average,Yes,Street,Yes,Yes,Yes,Yes,No,59.0,4.0
464,Thongyib Thai Cart,4.5 star rating,8 reviews,$,,"['Food Trucks', 'Thai']",No,"405 Park AveNew York, NY 10022",No,,Casual,Yes,,No,,No,,No,,,,Yes,No,,,,8.0,4.5
465,Thái Son,3.5 star rating,650 reviews,$,,"['Vietnamese', 'Thai', 'Asian Fusion']",Yes,"89 Baxter StNew York, NY 10013",Beer & Wine Only,Casual,Casual,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,No,Average,No,Street,Yes,No,Yes,Yes,No,650.0,3.5
466,Tiny Thai Cafe,3.0 star rating,1 review,,,['Thai'],,"394 3rd AveNew York, NY 10003",,,,,,,,,,,,,,,,,,,1.0,3.0
467,To B Thai,3.5 star rating,159 reviews,$$,,['Thai'],No,"126 Beverley RdBrooklyn, NY 11218",No,Casual,Casual,Yes,Yes,Yes,"Lunch, Dinner",No,Yes,Yes,Average,No,Street,Yes,No,Yes,Yes,No,159.0,3.5
468,Tokyo Cafe,3.5 star rating,27 reviews,$$,,"['Japanese', 'Thai']",Yes,"59 Washington AveWestwood, NJ 07675",No,,Casual,Yes,,Yes,,Yes,Yes,Yes,Quiet,No,Private Lot,Yes,Yes,Yes,Yes,No,27.0,3.5
469,Tokyo House,3.0 star rating,6 reviews,$$,,"['Sushi Bars', 'Thai', 'Chinese']",Yes,"2710 Long Beach RoadOceanside, NY 11572",,,Casual,,,Yes,,Yes,Yes,Yes,,,,Yes,No,,,,6.0,3.0
470,Tom Yum Koong Thai Kitchen,4.0 star rating,78 reviews,$$,,['Thai'],Yes,"305 BlvdHasbrouck Heights, NJ 07604",No,Casual,Casual,Yes,,Yes,Dinner,Yes,Yes,No,Average,No,Street,Yes,Yes,Yes,,No,78.0,4.0
471,Tom Yum,4.0 star rating,56 reviews,$$,,['Thai'],Yes,"147 Terrace StHaworth, NJ 07641",No,Casual,Casual,Yes,Yes,No,"Lunch, Dinner",Yes,Yes,No,Quiet,No,Street,Yes,Yes,Yes,Yes,No,56.0,4.0
472,Tommy Thai,4.0 star rating,93 reviews,$$,$11-30,['Thai'],Yes,"85-32 Grand AveElmhurst, NY 11373",Beer & Wine Only,Casual,Casual,Yes,No,Yes,Brunch,Yes,Yes,No,Quiet,No,Street,Yes,Yes,Yes,,No,93.0,4.0
473,Tomo Japanese Fusion,3.0 star rating,136 reviews,$$,$11-30,"['Asian Fusion', 'Japanese', 'Thai']",Yes,"1077 Flushing AveBrooklyn, NY 11237",Beer & Wine Only,Casual,Casual,Yes,No,Yes,Dinner,Yes,Yes,No,Average,No,Street,Yes,Yes,Yes,Yes,No,136.0,3.0
474,Top Thai,4.0 star rating,185 reviews,$$,$11-30,['Thai'],Yes,"8510 4th AveBrooklyn, NY 11209",No,Casual,Casual,Yes,No,Yes,"Lunch, Dinner",No,Yes,No,Quiet,No,Street,Yes,No,Yes,,No,185.0,4.0
475,Topaz Noodle Bar,4.0 star rating,141 reviews,$$,$11-30,['Thai'],Yes,"129 W 56th StNew York, NY 10019",Beer & Wine Only,Casual,Casual,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,No,Average,No,Street,Yes,Yes,Yes,Yes,No,141.0,4.0
476,Topaz Thai Authentic,3.5 star rating,616 reviews,$$,$11-30,['Thai'],Yes,"127 W 56th StNew York, NY 10019",Full Bar,Casual,Casual,Yes,Yes,Yes,"Lunch, Dinner",Yes,Yes,No,Average,No,Street,Yes,Yes,Yes,No,No,616.0,3.5
477,Topaz Thai Restaurant,4.0 star rating,288 reviews,$$,,['Thai'],Yes,"137 Washington AveBelleville, NJ 07109",No,Casual,Casual,Yes,No,No,"Lunch, Dinner",Yes,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,No,288.0,4.0
478,Tue Thai Restaurant,3.5 star rating,246 reviews,$$,$11-30,['Thai'],Yes,"3 Greenwich AveNew York, NY 10014",Beer & Wine Only,Casual,Casual,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,No,Average,No,Street,Yes,Yes,Yes,Yes,No,246.0,3.5
479,Tuk Tuk,4.0 star rating,509 reviews,$$,,['Thai'],Yes,"4906 Vernon BlvdLong Island City, NY 11101",Beer & Wine Only,Casual,Casual,Yes,Yes,Yes,"Lunch, Dinner",Yes,Yes,No,Average,No,Street,Yes,Yes,Yes,Yes,No,509.0,4.0
480,Tum Thai,4.0 star rating,58 reviews,$$,,"['Thai', 'Asian Fusion']",Yes,"504 Kenilworth BlvdKenilworth, NJ 07033",No,Casual,Casual,Yes,Yes,No,"Lunch, Dinner",Yes,Yes,No,Quiet,No,"Street, Private Lot",Yes,Yes,Yes,No,No,58.0,4.0
481,TumYum,4.5 star rating,3 reviews,,,['Thai'],,"917 105th StColumbus AveManhattan, NY 10025",,,,Yes,,Yes,,,,No,,No,,,,,,,3.0,4.5
482,Tung Thong 181,4.0 star rating,8 reviews,,,"['Thai', 'Salad', 'Soup']",Yes,"812 W 181st StNew York, NY 10033",,,,,Yes,Yes,,,,Yes,,Yes,,Yes,Yes,Yes,No,No,8.0,4.0
483,Tung Thong Thai Restaurant,3.5 star rating,179 reviews,$$,,['Thai'],Yes,"561 W 169th StNew York, NY 10032",No,Casual,Casual,No,Yes,Yes,Lunch,No,Yes,No,Average,No,Street,Yes,No,Yes,,No,179.0,3.5
484,Umi Asian Fusion,4.0 star rating,60 reviews,$$,,"['Asian Fusion', 'Japanese', 'Thai']",Yes,"78 Covert AveStewart Manor, NY 11530",Full Bar,Casual,Casual,No,Yes,Yes,Dinner,Yes,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,Free,60.0,4.0
485,Uncle Boons,4.0 star rating,393 reviews,$$$,,['Thai'],Yes,"7 Spring StNew York, NY 10012",Full Bar,,Casual,No,No,Yes,Dinner,Yes,No,No,Average,No,Street,Yes,Yes,Yes,,No,393.0,4.0
486,Up Thai,4.5 star rating,1055 reviews,$$,$11-30,['Thai'],Yes,"1411 2nd AveNew York, NY 10021",Full Bar,Intimate,Casual,Yes,Yes,Yes,"Lunch, Dinner",Yes,Yes,No,Average,No,Street,Yes,Yes,Yes,Yes,No,1055.0,4.5
487,Vien,4.0 star rating,139 reviews,$$,$11-30,"['Asian Fusion', 'Vietnamese', 'Thai']",Yes,"220 Varick StNew York, NY 10014",No,Casual,Casual,Yes,No,Yes,Lunch,No,Yes,No,Average,No,Street,Yes,No,No,Yes,No,139.0,4.0
488,Village MA,1.5 star rating,8 reviews,$,,"['Vietnamese', 'Thai']",Yes,"107 MacDougal StSte ANew York, NY 10012",Full Bar,,Casual,,,,,No,No,,,,,,,,,,8.0,1.5
489,VIV Regional Thai Cuisine,3.5 star rating,271 reviews,$$,$11-30,['Thai'],Yes,"138 E 34th StNew York, NY 10016",Full Bar,Romantic,Casual,Yes,Yes,Yes,"Lunch, Dinner",Yes,No,No,Average,No,Street,Yes,Yes,Yes,,No,271.0,3.5
490,Vynl,3.5 star rating,213 reviews,$$,,"['American (New)', 'Thai', 'Asian Fusion']",Yes,"756 9th AveNew York, NY 10019",Full Bar,"Casual, Trendy",Casual,Yes,No,Yes,"Brunch, Lunch, Dinner",Yes,Yes,Yes,Average,Yes,Street,Yes,No,Yes,,No,213.0,3.5
491,V{IV} Bar & Restaurant,4.0 star rating,468 reviews,$$,$11-30,"['Thai', 'Bars']",Yes,"717 9th AveNew York, NY 10019",Full Bar,Trendy,Casual,Yes,Yes,Yes,Dinner,Yes,No,No,Average,No,Street,Yes,Yes,Yes,,No,468.0,4.0
492,Wa Sushi & Thai,2.5 star rating,39 reviews,$$,$11-30,"['Sushi Bars', 'Thai', 'Desserts']",Yes,"2249 Church AveBrooklyn, NY 11226",No,,Casual,No,No,Yes,,Yes,Yes,No,Average,No,,Yes,No,Yes,,No,39.0,2.5
493,Watami,4.0 star rating,12 reviews,$$,,"['Japanese', 'Korean', 'Thai']",Yes,"25 Cuttermill RdSte 5Great Neck, NY 11021",Beer & Wine Only,,Casual,No,No,Yes,,Yes,Yes,Yes,Very Loud,Yes,,No,Yes,Yes,,Free,12.0,4.0
494,Wave Thai,4.0 star rating,269 reviews,$$,,"['Thai', 'Vegetarian']",Yes,"2137 31st StAstoria, NY 11105",Beer & Wine Only,Casual,Casual,Yes,Yes,Yes,Dinner,Yes,Yes,No,Average,Yes,Street,Yes,Yes,Yes,Yes,No,269.0,4.0
495,Wickedly Hot Thai Cuisine,1.5 star rating,5 reviews,,,['Thai'],Yes,"299 E 11th StNew York, NY 10003",,,,,,,,,,,,,,,,,,,5.0,1.5
496,Wild Fusion,3.0 star rating,186 reviews,$$,$11-30,"['Asian Fusion', 'Japanese', 'Thai']",Yes,"313 Grove StJersey City, NJ 07302",Beer & Wine Only,Casual,Casual,Yes,No,Yes,Dinner,Yes,Yes,Yes,Average,Yes,Street,Yes,Yes,Yes,Yes,Free,186.0,3.0
497,Wild Ginger,,,,,"['Chinese', 'Thai']",,"46 E 29th StNew York, NY 10016",,,,,,,,,,,,,,,,,,,,
498,Williamsburg Thai Cuisine,4.0 star rating,74 reviews,$$,$11-30,['Thai'],Yes,"212 Bedford AveBrooklyn, NY 11249",Beer & Wine Only,"Casual, Romantic",Casual,Yes,Yes,Yes,Dinner,Yes,Yes,No,Average,No,Street,Yes,Yes,Yes,Yes,No,74.0,4.0
499,Wok To Walk,3.0 star rating,135 reviews,$,,"['Asian Fusion', 'Fast Food', 'Thai']",Yes,"684 3rd AveNew York, NY 10017",No,Casual,Casual,No,Yes,Yes,"Lunch, Dinner",No,Yes,No,Average,No,Street,Yes,No,No,,No,135.0,3.0
500,Wok Wok,4.0 star rating,230 reviews,$$,,"['Chinese', 'Malaysian', 'Thai']",No,"11 Mott StNew York, NY 10013",Beer & Wine Only,Casual,Casual,Yes,Yes,Yes,"Lunch, Dinner, Dessert",Yes,Yes,No,Average,No,Street,Yes,Yes,Yes,No,Free,230.0,4.0
501,Wondee Siam II,3.0 star rating,267 reviews,$$,,['Thai'],Yes,"813 9th AveNew York, NY 10019",Beer & Wine Only,Casual,Casual,Yes,Yes,Yes,Dinner,Yes,Yes,No,Average,No,Street,Yes,Yes,Yes,No,No,267.0,3.0
502,Wondee Siam,4.0 star rating,776 reviews,$$,,['Thai'],Yes,"792 9th AveNew York, NY 10019",No,Casual,Casual,Yes,No,Yes,"Lunch, Dinner",No,No,No,Average,No,Street,Yes,No,Yes,No,No,776.0,4.0
503,Wondee’s Thai Food,3.5 star rating,92 reviews,$$,,['Thai'],Yes,"296 Main StHackensack, NJ 07601",No,Casual,Casual,No,Yes,No,"Lunch, Dinner",Yes,Yes,No,Average,No,"Street, Private Lot",Yes,Yes,Yes,Yes,No,92.0,3.5
504,Wyckoff Thai,4.5 star rating,46 reviews,$$,,['Thai'],Yes,"314 Franklin AveWyckoff, NJ 07481",Beer & Wine Only,,Casual,Yes,Yes,No,"Lunch, Dinner",Yes,Yes,No,Average,No,Private Lot,Yes,Yes,Yes,,No,46.0,4.5
505,Xahar Thai,3.0 star rating,39 reviews,$$,,"['Halal', 'Thai', 'Indian']",Yes,"79-17 Atlantic aveOzone Park, NY 11421",No,Divey,Casual,No,Yes,Yes,Dessert,Yes,Yes,No,Quiet,No,Street,Yes,Yes,Yes,Yes,Free,39.0,3.0
506,Xing Wok,3.0 star rating,7 reviews,$$,$11-30,"['Chinese', 'Thai']",Yes,"Pathmark Shopping Center3040 Rt 35 SHazlet, NJ 07730",No,,Casual,Yes,,Yes,,No,Yes,No,Average,No,,Yes,No,Yes,,,7.0,3.0
507,XO Taste,3.0 star rating,133 reviews,$$,$11-30,"['Chinese', 'Thai', 'Asian Fusion']",Yes,"41 Elizabeth StNew York, NY 10013",No,Casual,Casual,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,Yes,Average,No,Street,Yes,No,Yes,,No,133.0,3.0
508,Xun Su Asian Cuisine,2.5 star rating,7 reviews,$$,,"['Thai', 'Chinese', 'Asian Fusion']",Yes,"Terminal C Laguadia AirportNew YorkQueens, NY",No,,Casual,No,,No,,No,Yes,No,,No,,Yes,No,,,,7.0,2.5
509,Yahar,2.5 star rating,3 reviews,,,['Thai'],,"7919 Atlantic AvenueJamaica, NY 11421",,,,,,,,,,,,,,,,,,,3.0,2.5
510,Yum Yum Bangkok,3.5 star rating,550 reviews,$$,,['Thai'],Yes,"650 9th AveNew York, NY 10036",Full Bar,Casual,Casual,Yes,Yes,Yes,"Lunch, Dinner",Yes,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,No,550.0,3.5
511,Yum Yum Queens,3.0 star rating,163 reviews,$$,,"['Thai', 'Bars']",Yes,"43-01 Queens BlvdSunnyside, NY 11104",Full Bar,Casual,Casual,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,No,Average,No,Street,Yes,Yes,Yes,Yes,No,163.0,3.0
512,Yum Yum Too,3.5 star rating,284 reviews,$$,,['Thai'],Yes,"662 9th AveNew York, NY 10036",Full Bar,Casual,Casual,Yes,No,Yes,Dinner,Yes,No,No,Average,Yes,Street,Yes,Yes,Yes,Yes,No,284.0,3.5
513,Yummy Asia,3.5 star rating,10 reviews,$$,,"['Japanese', 'Thai', 'Chinese']",Yes,"198 Stevens AveCedar Grove, NJ 07009",No,,Casual,Yes,,Yes,,Yes,Yes,,,No,,Yes,No,No,,No,10.0,3.5
514,Yummy Oriental Restaurant,3.5 star rating,15 reviews,$$,,"['Chinese', 'Japanese', 'Thai']",Yes,"86 Main StPort Washington, NY 11050",,,Casual,,,Yes,,No,No,No,,No,,Yes,No,No,Yes,Paid,15.0,3.5
